,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2679,Kochi,2018,20689,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.07
2680,Coimbatore,2018,25093,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7.76
2681,Coimbatore,2016,49176,Diesel,Manual,First,11.68,2498.0,112.0,8.0,7.46
2682,Delhi,2012,87510,Diesel,Manual,First,21.8,1461.0,78.0,5.0,3.49
2683,Coimbatore,2012,38214,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,4.05
2684,Kochi,2013,48986,Diesel,Manual,First,10.5,2835.0,107.2,6.0,11.88
2685,Pune,2011,88000,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,6.45
2686,Pune,2015,69002,Diesel,Automatic,First,15.97,2993.0,258.0,5.0,50.0
2687,Pune,2011,43706,Petrol,Automatic,First,10.9,2497.0,215.0,5.0,9.0
2688,Coimbatore,2016,58671,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,14.25
2689,Coimbatore,2017,49404,Diesel,Manual,First,18.49,1493.0,100.0,7.0,7.36
2690,Delhi,2010,72000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,4.4
2691,Mumbai,2016,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.1
2692,Coimbatore,2017,53285,Petrol,Automatic,First,22.5,999.0,67.0,5.0,4.28
2693,Pune,2017,12000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,5.5
2694,Kolkata,2012,45000,Diesel,Automatic,First,17.0,1896.0,105.0,5.0,6.99
2695,Coimbatore,2018,26234,Petrol,Manual,First,24.7,796.0,47.3,5.0,4.29
2696,Delhi,2014,55000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.2
2697,Pune,2012,90000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.11
2698,Mumbai,2015,48000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,18.75
2699,Mumbai,2010,55000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,1.59
2700,Kolkata,2016,4800,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.6
2701,Kochi,2017,38607,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,7.87
2702,Mumbai,2018,3958,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.55
2703,Jaipur,2014,74000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,6.4
2704,Mumbai,2009,54540,Petrol,Manual,Third & Above,17.5,1298.0,85.8,5.0,2.65
2705,Delhi,2015,58400,Petrol,Manual,First,17.5,1298.0,85.8,5.0,5.5
2706,Kochi,2013,73648,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.31
2707,Jaipur,2016,83000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.1
2708,Kochi,2016,16159,Diesel,Manual,First,22.32,1582.0,126.32,5.0,7.83
2709,Mumbai,2005,150000,Diesel,Manual,First,13.1,1493.0,82.0,5.0,0.85
2710,Mumbai,2014,22100,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.55
2711,Coimbatore,2017,35043,Petrol,Manual,First,17.19,1197.0,81.86,5.0,8.19
2712,Pune,2018,24000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,28.0
2713,Chennai,2015,480000,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,13.0
2714,Chennai,2011,70000,Petrol,Manual,Second,15.26,1598.0,103.5,5.0,3.29
2715,Pune,2015,13769,Petrol,Manual,Second,16.1,1197.0,85.0,5.0,4.41
2716,Kolkata,2013,58000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,4.99
2717,Hyderabad,2009,58000,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,17.98
2718,Coimbatore,2018,18705,Diesel,Manual,First,20.5,1248.0,91.72,5.0,7.71
2719,Delhi,2013,32378,Petrol,Manual,First,20.51,998.0,67.04,5.0,2.8
2720,Kolkata,2013,45000,Diesel,Manual,First,22.1,1248.0,76.9,5.0,3.0
2721,Coimbatore,2015,36836,Diesel,Manual,First,15.1,2179.0,140.0,7.0,12.49
2722,Kochi,2016,54199,Diesel,Manual,First,23.0,1248.0,88.8,5.0,5.0
2723,Kochi,2017,36935,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,32.64
2724,Chennai,2015,23000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.5
2725,Bangalore,2015,14000,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,35.0
2726,Chennai,2015,100073,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,2.0
2727,Kochi,2015,59182,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.46
2728,Kochi,2016,72132,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,39.0
2729,Hyderabad,2009,79000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,15.0
2730,Coimbatore,2013,66930,Petrol,Manual,First,17.1,1591.0,121.3,5.0,6.15
2731,Pune,2015,100000,Diesel,Automatic,Second,13.01,2199.0,194.3,7.0,14.5
2732,Kochi,2018,27413,Petrol,Automatic,First,20.51,998.0,67.0,5.0,5.18
2733,Pune,2007,90000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,1.24
2734,Kolkata,2013,40300,Petrol,Manual,First,18.5,1197.0,82.85,5.0,2.8
2735,Kochi,2011,73783,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,5.23
2736,Pune,2005,86000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,0.45
2737,Delhi,2014,65694,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.25
2738,Kolkata,2015,23000,Petrol,Manual,First,16.8,796.0,34.2,5.0,1.5
2739,Mumbai,2012,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.85
2740,Kochi,2018,18335,Petrol,Manual,First,21.7,999.0,67.0,5.0,4.5
2741,Bangalore,2014,36000,Diesel,Automatic,First,15.0,2147.0,107.3,5.0,16.25
2742,Mumbai,2017,25000,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,7.75
2743,Bangalore,2007,81000,Diesel,Manual,Third & Above,12.05,2179.0,120.0,8.0,4.35
2744,Kochi,2019,21719,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,33.13
2745,Coimbatore,2013,75421,Diesel,Manual,First,25.44,936.0,56.3,5.0,3.63
2746,Delhi,2010,80000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,4.75
2747,Kochi,2018,10671,Petrol,Manual,First,20.85,1197.0,83.14,5.0,6.51
2748,Hyderabad,2018,4126,Petrol,Manual,First,21.7,999.0,67.0,5.0,4.8
2749,Hyderabad,2017,98500,Diesel,Manual,First,22.95,1248.0,74.0,5.0,6.0
2750,Coimbatore,2016,61578,Petrol,Manual,First,18.9,1197.0,82.0,5.0,6.4
2751,Ahmedabad,2014,54000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,4.9
2752,Coimbatore,2013,70998,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,20.57
2753,Kolkata,2015,40082,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4.76
2754,Kochi,2012,50619,Petrol,Manual,First,18.0,995.0,62.0,5.0,2.0
2755,Coimbatore,2009,103905,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,9.92
2756,Kochi,2018,15334,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.69
2757,Hyderabad,2013,69000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.75
2758,Hyderabad,2014,75160,Diesel,Manual,First,20.14,1498.0,88.5,5.0,5.7
2759,Coimbatore,2014,44753,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.94
2760,Kochi,2012,53024,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,4.29
2761,Kolkata,2014,23840,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.0
2762,Hyderabad,2014,81298,Diesel,Manual,First,20.14,1498.0,88.8,5.0,6.5
2763,Jaipur,2015,59000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,4.9
2764,Kochi,2016,51806,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.4
2765,Delhi,2014,56000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,24.0
2766,Kochi,2019,29279,Diesel,Manual,First,24.7,1047.0,69.0,5.0,7.46
2767,Kochi,2017,33550,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,9.6
2768,Hyderabad,2014,62000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,25.0
2769,Hyderabad,2014,66000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,6.8
2770,Coimbatore,2016,46630,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,8.59
2771,Hyderabad,2016,72566,Diesel,Manual,First,25.83,1498.0,99.0,5.0,5.29
2772,Pune,2011,51482,Diesel,Manual,First,15.42,1405.0,70.0,8.0,2.5
2773,Chennai,2011,90000,Diesel,Automatic,First,14.84,2143.0,167.62,5.0,13.9
2774,Jaipur,2014,69000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,20.0
2775,Delhi,2011,90000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,3.4
2776,Mumbai,2015,39000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.5
2777,Hyderabad,2012,110000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,3.65
2778,Kochi,2011,68022,Diesel,Manual,First,13.1,2499.0,141.0,7.0,5.86
2779,Coimbatore,2018,27852,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,10.44
2780,Bangalore,2013,58291,Diesel,Manual,First,17.8,1248.0,74.0,5.0,5.0
2781,Coimbatore,2011,68439,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3.37
2782,Delhi,2011,150000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,6.95
2783,Mumbai,2018,14000,Diesel,Manual,First,21.5,1497.0,108.5,5.0,9.9
2784,Hyderabad,2012,71558,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.3
2785,Jaipur,2015,65800,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,12.5
2786,Hyderabad,2014,53000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,20.5
2787,Kolkata,2017,14600,Diesel,Manual,First,16.0,2179.0,140.0,7.0,14.5
2788,Jaipur,2017,34429,Diesel,Automatic,First,13.8,2999.0,174.57,7.0,20.0
2789,Delhi,2014,52000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.25
2790,Kolkata,2015,25470,Petrol,Manual,First,20.73,1373.0,91.1,5.0,5.9
2791,Pune,2013,22000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.6
2792,Chennai,2007,75000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,11.0
2793,Pune,2011,95995,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,15.5
2794,Jaipur,2017,26877,Diesel,Manual,First,24.0,1186.0,73.97,5.0,5.75
2795,Chennai,2007,140000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,2.0
2796,Hyderabad,2008,95291,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.3
2797,Hyderabad,2009,135000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,8.2
2798,Kolkata,2015,32000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,4.8
2799,Mumbai,2008,68333,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,8.5
2800,Chennai,2011,72000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.9
2801,Ahmedabad,2012,52100,Diesel,Manual,First,21.43,1364.0,86.79,5.0,6.5
2802,Jaipur,2018,10000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.85
2803,Coimbatore,2019,6261,Diesel,Manual,First,16.3,1956.0,170.0,5.0,23.91
2804,Coimbatore,2019,3906,Petrol,Automatic,First,20.89,1197.0,81.8,5.0,7.36
2805,Pune,2014,55960,Diesel,Manual,First,11.5,2982.0,171.0,7.0,17.25
2806,Jaipur,2013,144000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,7.0
2807,Mumbai,2017,38000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,17.65
2808,Jaipur,2013,51000,Diesel,Manual,First,20.0,1399.0,68.1,5.0,2.5
2809,Hyderabad,2015,150000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,6.0
2810,Mumbai,2018,2500,Diesel,Manual,First,18.06,2523.0,63.0,7.0,8.25
2811,Kochi,2018,41661,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,44.83
2812,Delhi,2011,64000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,10.5
2813,Bangalore,2008,80000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,1.9
2814,Jaipur,2016,30000,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,4.25
2815,Chennai,2014,43000,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,26.5
2816,Bangalore,2013,90000,Diesel,Automatic,Second,12.4,2698.0,179.5,5.0,22.5
2817,Hyderabad,2011,123880,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.3
2818,Jaipur,2015,42000,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,4.3
2819,Chennai,2012,79824,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.25
2820,Jaipur,2015,75000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,11.75
2821,Ahmedabad,2014,72411,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.25
2822,Delhi,2012,63000,Diesel,Automatic,First,14.94,2143.0,204.0,5.0,14.22
2823,Chennai,2015,53713,Petrol,Manual,First,17.71,1197.0,78.9,5.0,4.2
2824,Delhi,2017,18000,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,18.25
2825,Bangalore,2013,51000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,18.5
2826,Chennai,2008,86700,Petrol,Manual,Second,16.1,1298.0,88.2,5.0,2.4
2827,Kolkata,2016,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,6.5
2829,Mumbai,2015,33000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.99
2830,Kochi,2014,64394,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.45
2831,Hyderabad,2010,76000,Diesel,Manual,First,18.8,1248.0,90.0,5.0,2.7
2832,Mumbai,2016,48719,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.25
2833,Coimbatore,2016,59711,Diesel,Manual,First,15.1,2179.0,140.0,7.0,13.28
2834,Hyderabad,2012,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.7
2835,Coimbatore,2018,10714,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.51
2836,Hyderabad,2010,127510,Diesel,Manual,Second,19.0,1248.0,90.0,5.0,1.4
2837,Kolkata,2014,35010,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.5
2838,Jaipur,2012,75451,Petrol,Manual,First,17.5,1197.0,85.8,5.0,3.78
2839,Pune,2015,83000,Diesel,Manual,First,19.09,1405.0,69.01,5.0,2.7
2840,Kolkata,2013,38755,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.2
2841,Delhi,2016,30000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.0
2842,Chennai,2012,40000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.0
2843,Kolkata,2014,19500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,2.85
2844,Ahmedabad,2016,41000,Petrol,Manual,First,19.69,1198.0,67.04,5.0,4.25
2845,Bangalore,2014,30000,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,4.9
2846,Hyderabad,2017,37000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,16.9
2847,Delhi,2014,62000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,4.25
2848,Pune,2015,42023,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,4.34
2849,Kolkata,2012,51001,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,17.0
2850,Kochi,2017,55389,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,28.45
2851,Kochi,2014,46728,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,6.15
2852,Kochi,2014,58995,Diesel,Manual,First,12.83,2696.0,162.0,7.0,9.25
2853,Delhi,2015,37857,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.85
2854,Jaipur,2014,71000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.8
2855,Pune,2012,49024,Petrol,Manual,First,18.4,1198.0,86.8,5.0,2.3
2856,Mumbai,2016,10770,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.75
2857,Pune,2017,72000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5.0
2858,Jaipur,2015,91000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5
2859,Mumbai,2017,14000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.95
2860,Delhi,2014,48000,Diesel,Automatic,Second,9.0,1984.0,181.0,5.0,16.0
2861,Delhi,2014,75136,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.15
2862,Hyderabad,2014,32500,Petrol,Manual,Second,21.1,1197.0,85.8,5.0,4.05
2863,Hyderabad,2010,94500,Diesel,Manual,Second,21.9,1396.0,90.0,5.0,3.1
2864,Hyderabad,2013,34900,Petrol,Manual,First,22.0,1197.0,81.8,5.0,5.49
2865,Coimbatore,2010,42400,Petrol,Automatic,Third & Above,8.0,4806.0,394.3,4.0,42.91
2866,Jaipur,2015,50000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,5.7
2867,Kolkata,2014,35000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2.85
2868,Bangalore,2012,37000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,2.35
2869,Coimbatore,2018,32807,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,14.76
2870,Pune,2008,119000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,2.25
2871,Mumbai,2016,12000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,3.65
2872,Delhi,2016,46727,Diesel,Manual,First,22.77,1498.0,98.59,5.0,7.25
2873,Hyderabad,2010,73336,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,10.69
2874,Mumbai,2014,9000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5.5
2875,Chennai,2005,240000,Diesel,Manual,Third & Above,12.8,2494.0,102.0,8.0,5.1
2876,Mumbai,2014,25422,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.25
2877,Mumbai,2018,14000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,9.25
2878,Hyderabad,2008,66000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.7
2879,Kochi,2010,55324,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.87
2880,Bangalore,2009,90000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,17.75
2881,Kolkata,2017,43000,Petrol,Manual,First,18.15,1198.0,82.0,5.0,4.5
2882,Bangalore,2008,58483,Petrol,Automatic,Second,19.2,1197.0,80.0,5.0,2.95
2883,Pune,2007,93000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2.6
2884,Hyderabad,2010,50000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.0
2885,Ahmedabad,2014,78616,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,15.5
2886,Pune,2011,37000,Petrol,Manual,First,17.6,1496.0,88.73,5.0,2.8
2887,Kolkata,2010,54801,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.5
2888,Bangalore,2014,29000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.75
2889,Pune,2010,68000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,2.8
2890,Kolkata,2014,58000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,4.59
2891,Pune,2012,64290,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.65
2892,Mumbai,2015,31000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,19.85
2893,Pune,2018,16039,Diesel,Manual,First,17.1,1956.0,170.0,5.0,18.5
2894,Hyderabad,2017,19860,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.95
2896,Jaipur,2012,75391,Diesel,Manual,First,13.93,2179.0,138.0,7.0,3.75
2897,Jaipur,2008,78000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,2.3
2898,Kolkata,2016,78000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2.3
2899,Hyderabad,2016,52000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.95
2900,Kolkata,2016,30000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.49
2901,Coimbatore,2016,19254,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,47.7
2902,Coimbatore,2015,29651,Petrol,Manual,First,16.47,1198.0,74.0,5.0,6.43
2903,Bangalore,2011,80000,Diesel,Manual,First,13.93,2179.0,138.03,7.0,4.5
2904,Kolkata,2018,2971,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,39.75
2905,Kolkata,2015,21400,Petrol,Manual,First,15.6,1196.0,70.0,5.0,4.0
2906,Ahmedabad,2015,77000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.98
2907,Delhi,2006,80000,Diesel,Manual,Second,12.6,1991.0,112.0,7.0,1.75
2908,Delhi,2013,81755,Diesel,Manual,First,20.0,1968.0,108.5,5.0,4.75
2909,Hyderabad,2016,99593,Diesel,Manual,First,11.5,2982.0,171.0,7.0,23.5
2910,Hyderabad,2014,39791,Diesel,Manual,First,22.32,1582.0,126.32,5.0,7.49
2911,Hyderabad,2015,113000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,10.85
2912,Mumbai,2017,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.5
2913,Bangalore,2015,39000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,6.3
2914,Bangalore,2012,37000,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,6.75
2915,Coimbatore,2017,61108,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,28.88
2916,Kochi,2016,61648,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,14.23
2917,Mumbai,2012,37000,Diesel,Automatic,Third & Above,22.69,1995.0,190.0,5.0,15.0
2919,Jaipur,2013,65000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.75
2920,Jaipur,2011,148009,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,12.75
2921,Mumbai,2009,53001,Petrol,Manual,First,16.1,1298.0,88.2,5.0,1.95
2922,Mumbai,2018,22345,Petrol,Manual,First,20.3,1199.0,84.0,5.0,4.95
2923,Delhi,2015,50000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.25
2924,Hyderabad,2013,48183,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,20.99
2925,Hyderabad,2010,93000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,17.5
2926,Kochi,2015,53500,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.36
2927,Delhi,2014,17585,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6.35
2928,Kolkata,2011,36226,Petrol,Manual,First,17.01,1591.0,121.3,5.0,2.95
2929,Kolkata,2009,60170,Petrol,Manual,First,17.92,1086.0,62.0,5.0,1.15
2930,Hyderabad,2017,11200,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,37.5
2931,Kochi,2017,49045,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.07
2932,Kolkata,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.99
2933,Delhi,2017,40000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.9
2934,Mumbai,2016,36600,Diesel,Manual,First,19.87,1461.0,83.8,5.0,7.49
2935,Jaipur,2009,117000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,1.1
2936,Mumbai,2016,50000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,3.5
2937,Hyderabad,2008,150000,Diesel,Manual,First,18.1,1493.0,110.0,5.0,3.0
2938,Mumbai,2014,11000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,6.1
2939,Bangalore,2010,102016,Petrol,Manual,First,15.6,1196.0,70.0,5.0,2.25
2940,Chennai,2016,38000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.95
2941,Hyderabad,2013,71491,Diesel,Manual,First,23.08,1461.0,63.12,5.0,4.95
2942,Bangalore,2015,46354,Petrol,Manual,Second,16.47,1198.0,74.0,5.0,5.49
2943,Delhi,2019,87000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,6.67
2944,Ahmedabad,2015,20765,Petrol,Manual,First,15.0,1598.0,103.52,5.0,6.25
2945,Coimbatore,2014,51076,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,34.88
2946,Jaipur,2016,84085,Diesel,Manual,First,26.21,1248.0,88.5,5.0,6.9
2947,Kolkata,2014,55000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,5.99
2948,Mumbai,2010,73000,Petrol,Automatic,First,10.93,3498.0,272.0,5.0,10.4
2949,Pune,2012,50001,Diesel,Automatic,First,14.57,2967.0,241.38,5.0,29.0
2950,Coimbatore,2016,93166,Diesel,Manual,Second,14.02,2179.0,118.3,7.0,5.85
2951,Kochi,2006,99583,Petrol,Automatic,Third & Above,12.0,1493.0,100.0,5.0,2.21
2952,Mumbai,2010,72000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2.4
2953,Pune,2009,70000,Petrol,Manual,Third & Above,14.53,1798.0,138.1,5.0,3.0
2954,Pune,2012,61000,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,3.75
2955,Pune,2015,66510,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.95
2956,Hyderabad,2011,84062,Diesel,Manual,First,20.0,1968.0,108.5,5.0,5.8
2957,Hyderabad,2012,80799,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.9
2958,Kolkata,2018,5000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,16.95
2959,Hyderabad,2013,92000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.5
2960,Hyderabad,2017,53000,Diesel,Manual,First,27.28,1047.0,69.0,5.0,5.0
2961,Mumbai,2015,39822,Petrol,Manual,First,15.41,1598.0,103.52,5.0,4.68
2962,Mumbai,2016,29000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,29.8
2963,Kochi,2017,24214,Petrol,Manual,Second,25.17,799.0,53.3,5.0,3.46
2964,Pune,2012,75000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.0
2965,Chennai,2012,77216,Diesel,Manual,Second,17.5,1896.0,106.0,5.0,4.5
2966,Kochi,2013,74290,Diesel,Manual,First,21.43,1364.0,87.2,5.0,5.87
2967,Delhi,2015,61000,Diesel,Manual,First,15.4,2179.0,120.0,8.0,9.5
2968,Chennai,2013,44000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,32.5
2969,Coimbatore,2014,74041,Diesel,Manual,First,18.2,1248.0,73.8,8.0,3.88
2970,Coimbatore,2013,85846,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,13.08
2971,Delhi,2012,52000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,3.5
2972,Mumbai,2010,47000,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,3.5
2973,Bangalore,2010,72010,Diesel,Manual,First,16.8,1493.0,110.0,5.0,4.45
2974,Jaipur,2015,15000,Petrol,Manual,First,16.8,796.0,34.2,8.0,2.35
2975,Kolkata,2015,480000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.0
